CREATE TABLE sales (
    Transaction_ID   NUMBER(10),
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10171', TO_DATE ('2024-06-19','YYYY-MM-DD'), 'Clothing', 'Nike Tempo Running Shorts', '3', '34.99', '104.97', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10172', TO_DATE ('2024-06-20','YYYY-MM-DD'), 'Books', 'The Girl with the Dragon Tattoo by Stieg Larsson', '2', '9.99', '19.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10173', TO_DATE ('2024-06-21','YYYY-MM-DD'), 'Beauty Products', 'Paula''s Choice Skin Perfecting 2% BHA Liquid Exfoliant', '1', '29.5', '29.5', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10174', TO_DATE ('2024-06-22','YYYY-MM-DD'), 'Sports', 'Bowflex SelectTech 1090 Adjustable Dumbbells', '1', '699.99', '699.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10175', TO_DATE ('2024-06-23','YYYY-MM-DD'), 'Electronics', 'Amazon Fire TV Stick 4K', '3', '49.99', '149.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10176', TO_DATE ('2024-06-24','YYYY-MM-DD'), 'Home Appliances', 'Crock-Pot 6-Quart Slow Cooker', '2', '49.99', '99.98', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10177', TO_DATE ('2024-06-25','YYYY-MM-DD'), 'Clothing', 'Uniqlo Airism Mesh Boxer Briefs', '4', '14.9', '59.6', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10178', TO_DATE ('2024-06-26','YYYY-MM-DD'), 'Books', 'The Sun Also Rises by Ernest Hemingway', '3', '11.99', '35.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10179', TO_DATE ('2024-06-27','YYYY-MM-DD'), 'Beauty Products', 'First Aid Beauty Ultra Repair Cream', '2', '34', '68', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10180', TO_DATE ('2024-06-28','YYYY-MM-DD'), 'Sports', 'Oakley Holbrook Sunglasses', '1', '146', '146', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10181', TO_DATE ('2024-06-29','YYYY-MM-DD'), 'Electronics', 'Google Pixelbook Go', '1', '649.99', '649.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10182', TO_DATE ('2024-06-30','YYYY-MM-DD'), 'Home Appliances', 'Dyson V8 Absolute', '1', '399.99', '399.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10183', TO_DATE ('2024-07-01','YYYY-MM-DD'), 'Clothing', 'Levi''s 511 Slim Fit Jeans', '3', '59.99', '179.97', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10184', TO_DATE ('2024-07-02','YYYY-MM-DD'), 'Books', 'The Martian by Andy Weir', '2', '12.99', '25.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10185', TO_DATE ('2024-07-03','YYYY-MM-DD'), 'Beauty Products', 'La Mer Crème de la Mer Moisturizer', '1', '190', '190', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10186', TO_DATE ('2024-07-04','YYYY-MM-DD'), 'Sports', 'Polar Vantage V2', '1', '499.95', '499.95', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10187', TO_DATE ('2024-07-05','YYYY-MM-DD'), 'Electronics', 'Sonos Beam Soundbar', '1', '399', '399', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10188', TO_DATE ('2024-07-06','YYYY-MM-DD'), 'Home Appliances', 'Anova Precision Cooker', '2', '199', '398', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10189', TO_DATE ('2024-07-07','YYYY-MM-DD'), 'Clothing', 'Nike Dri-FIT Training Shorts', '4', '34.99', '139.96', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10190', TO_DATE ('2024-07-08','YYYY-MM-DD'), 'Books', 'The Catcher in the Rye by J.D. Salinger', '3', '10.99', '32.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10191', TO_DATE ('2024-07-09','YYYY-MM-DD'), 'Beauty Products', 'Glossier Cloud Paint', '1', '18', '18', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10192', TO_DATE ('2024-07-10','YYYY-MM-DD'), 'Sports', 'TRX All-in-One Suspension Training System', '1', '169.95', '169.95', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10193', TO_DATE ('2024-07-11','YYYY-MM-DD'), 'Electronics', 'Logitech G Pro X Wireless Gaming Headset', '1', '199.99', '199.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10194', TO_DATE ('2024-07-12','YYYY-MM-DD'), 'Home Appliances', 'Breville Smart Coffee Grinder Pro', '1', '199.95', '199.95', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10195', TO_DATE ('2024-07-13','YYYY-MM-DD'), 'Clothing', 'Adidas Ultraboost Running Shoes', '2', '179.99', '359.98', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10196', TO_DATE ('2024-07-14','YYYY-MM-DD'), 'Books', 'The Road by Cormac McCarthy', '2', '11.99', '23.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10197', TO_DATE ('2024-07-15','YYYY-MM-DD'), 'Beauty Products', 'Tom Ford Black Orchid Perfume', '1', '125', '125', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10198', TO_DATE ('2024-07-16','YYYY-MM-DD'), 'Sports', 'GoPro HERO9 Black', '1', '449.99', '449.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10199', TO_DATE ('2024-07-17','YYYY-MM-DD'), 'Electronics', 'Apple TV 4K', '2', '179', '358', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10200', TO_DATE ('2024-07-18','YYYY-MM-DD'), 'Home Appliances', 'Instant Pot Duo Nova', '1', '99.95', '99.95', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10201', TO_DATE ('2024-07-19','YYYY-MM-DD'), 'Clothing', 'Gap 1969 Original Fit Jeans', '3', '59.99', '179.97', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10202', TO_DATE ('2024-07-20','YYYY-MM-DD'), 'Books', 'The Goldfinch by Donna Tartt', '2', '14.99', '29.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10203', TO_DATE ('2024-07-21','YYYY-MM-DD'), 'Beauty Products', 'Dr. Jart+ Cicapair Tiger Grass Color Correcting Treatment', '1', '52', '52', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10204', TO_DATE ('2024-07-22','YYYY-MM-DD'), 'Sports', 'Yeti Tundra Haul Portable Wheeled Cooler', '1', '399.99', '399.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10205', TO_DATE ('2024-07-23','YYYY-MM-DD'), 'Electronics', 'Samsung Galaxy Watch 4', '1', '299.99', '299.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10206', TO_DATE ('2024-07-24','YYYY-MM-DD'), 'Home Appliances', 'KitchenAid Stand Mixer', '1', '379.99', '379.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10207', TO_DATE ('2024-07-25','YYYY-MM-DD'), 'Clothing', 'Lululemon Wunder Under High-Rise Leggings', '2', '98', '196', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10208', TO_DATE ('2024-07-26','YYYY-MM-DD'), 'Books', 'The Great Alone by Kristin Hannah', '3', '16.99', '50.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10209', TO_DATE ('2024-07-27','YYYY-MM-DD'), 'Beauty Products', 'Caudalie Vinoperfect Radiance Serum', '1', '79', '79', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10210', TO_DATE ('2024-07-28','YYYY-MM-DD'), 'Sports', 'Bose SoundLink Color Bluetooth Speaker II', '1', '129', '129', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10211', TO_DATE ('2024-07-29','YYYY-MM-DD'), 'Electronics', 'Canon EOS Rebel T7i DSLR Camera', '1', '749.99', '749.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10212', TO_DATE ('2024-07-30','YYYY-MM-DD'), 'Home Appliances', 'Keurig K-Elite Coffee Maker', '2', '169.99', '339.98', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10213', TO_DATE ('2024-07-31','YYYY-MM-DD'), 'Clothing', 'Uniqlo Airism Seamless Boxer Briefs', '4', '9.9', '39.6', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10214', TO_DATE ('2024-08-01','YYYY-MM-DD'), 'Books', 'The Girl with the Dragon Tattoo by Stieg Larsson', '3', '10.99', '32.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10215', TO_DATE ('2024-08-02','YYYY-MM-DD'), 'Beauty Products', 'L''Occitane Shea Butter Hand Cream', '2', '29', '58', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10216', TO_DATE ('2024-08-03','YYYY-MM-DD'), 'Sports', 'YETI Tundra 65 Cooler', '1', '349.99', '349.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10217', TO_DATE ('2024-08-04','YYYY-MM-DD'), 'Electronics', 'Apple MacBook Pro 16-inch', '1', '2399', '2399', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10218', TO_DATE ('2024-08-05','YYYY-MM-DD'), 'Home Appliances', 'iRobot Braava Jet M6', '1', '449.99', '449.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10219', TO_DATE ('2024-08-06','YYYY-MM-DD'), 'Clothing', 'Champion Reverse Weave Hoodie', '3', '49.99', '149.97', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10220', TO_DATE ('2024-08-07','YYYY-MM-DD'), 'Books', 'The Nightingale by Kristin Hannah', '2', '12.99', '25.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10221', TO_DATE ('2024-08-08','YYYY-MM-DD'), 'Beauty Products', 'Tarte Shape Tape Concealer', '1', '27', '27', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10222', TO_DATE ('2024-08-09','YYYY-MM-DD'), 'Sports', 'Garmin Forerunner 945', '1', '599.99', '599.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10223', TO_DATE ('2024-08-10','YYYY-MM-DD'), 'Electronics', 'Amazon Echo Dot (4th Gen)', '4', '49.99', '199.96', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10224', TO_DATE ('2024-08-11','YYYY-MM-DD'), 'Home Appliances', 'Philips Sonicare DiamondClean Toothbrush', '2', '229.99', '459.98', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10225', TO_DATE ('2024-08-12','YYYY-MM-DD'), 'Clothing', 'Old Navy Mid-Rise Rockstar Super Skinny Jeans', '2', '44.99', '89.98', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10226', TO_DATE ('2024-08-13','YYYY-MM-DD'), 'Books', 'The Silent Patient by Alex Michaelides', '3', '26.99', '80.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10227', TO_DATE ('2024-08-14','YYYY-MM-DD'), 'Beauty Products', 'The Ordinary Caffeine Solution 5% + EGCG', '1', '6.7', '6.7', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10228', TO_DATE ('2024-08-15','YYYY-MM-DD'), 'Sports', 'Fitbit Luxe', '2', '149.95', '299.9', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10229', TO_DATE ('2024-08-16','YYYY-MM-DD'), 'Electronics', 'Google Nest Wifi Router', '1', '169', '169', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10230', TO_DATE ('2024-08-17','YYYY-MM-DD'), 'Home Appliances', 'Anova Precision Oven', '1', '599', '599', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10231', TO_DATE ('2024-08-18','YYYY-MM-DD'), 'Clothing', 'Adidas Originals Trefoil Hoodie', '4', '64.99', '259.96', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10232', TO_DATE ('2024-08-19','YYYY-MM-DD'), 'Books', 'Dune by Frank Herbert', '2', '9.99', '19.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10233', TO_DATE ('2024-08-20','YYYY-MM-DD'), 'Beauty Products', 'Fresh Sugar Lip Treatment', '1', '24', '24', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10234', TO_DATE ('2024-08-21','YYYY-MM-DD'), 'Sports', 'Hydro Flask Standard Mouth Water Bottle', '3', '32.95', '98.85', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10235', TO_DATE ('2024-08-22','YYYY-MM-DD'), 'Electronics', 'Bose QuietComfort 35 II Wireless Headphones', '1', '299', '299', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10236', TO_DATE ('2024-08-23','YYYY-MM-DD'), 'Home Appliances', 'Nespresso Vertuo Next Coffee and Espresso Maker', '1', '159.99', '159.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10237', TO_DATE ('2024-08-24','YYYY-MM-DD'), 'Clothing', 'Nike Air Force 1 Sneakers', '3', '90', '270', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10238', TO_DATE ('2024-08-25','YYYY-MM-DD'), 'Books', 'The Handmaid''s Tale by Margaret Atwood', '3', '10.99', '32.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10239', TO_DATE ('2024-08-26','YYYY-MM-DD'), 'Beauty Products', 'Sunday Riley Luna Sleeping Night Oil', '1', '55', '55', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10240', TO_DATE ('2024-08-27','YYYY-MM-DD'), 'Sports', 'Yeti Rambler 20 oz Tumbler', '2', '29.99', '59.98', 'Asia', 'Credit Card');

